text	entity_category	image_id	person	location	organization	miscellaneous
Fun night of baseball that raised money for a great cause . Big thanks to everyone who came out . @ Rocket_Baseball	[('Rocket_Baseball', 'organization')]	16_05_07_489.jpg	[]	[]	['Rocket_Baseball']	[]
I need some Calvin Klein underwear in my life	[('Calvin Klein', 'organization')]	O_3405.jpg	[]	[]	['Calvin Klein']	[]
Congrats son , I was going to Kendrick Lamar you but you got lucky beech	[('Kendrick Lamar', 'person')]	O_3591.jpg	['Kendrick Lamar']	[]	[]	[]
Stingrays , Head Coach Ryan Warsofsky Agree to Multi - Year Extension # capitals # NHL	[('Stingrays', 'organization'), ('Ryan Warsofsky', 'person'), ('NHL', 'organization')]	17_06_9939.jpg	['Ryan Warsofsky']	[]	['Stingrays', 'NHL']	[]
Obama took aim at Donald Trump , Ted Cruz , GOP establishment ; even Hillary Clinton	[('Obama', 'person'), ('Donald Trump', 'person'), ('Ted Cruz', 'person'), ('GOP', 'organization'), ('Hillary Clinton', 'person')]	O_94.jpg	['Obama', 'Donald Trump', 'Ted Cruz', 'Hillary Clinton']	[]	['GOP']	[]
Soccer : Iachini takes over at Udinese	[('Iachini', 'person'), ('Udinese', 'organization')]	16_05_19_932.jpg	['Iachini']	[]	['Udinese']	[]
Festival celebrating older people comes to Theatr Felinfach	[('Theatr Felinfach', 'location')]	16_05_19_659.jpg	[]	['Theatr Felinfach']	[]	[]
The Weeknd canceled his performance on # JimmyKimmel because Donald Trump was there :	[('The Weeknd', 'person'), ('JimmyKimmel', 'person'), ('Donald Trump', 'person')]	O_1895.jpg	['The Weeknd', 'JimmyKimmel', 'Donald Trump']	[]	[]	[]
Melania Trump recalls the time she and Michael Jackson nearly pranked Donald Trump	[('Melania Trump', 'person'), ('Michael Jackson', 'person'), ('Donald Trump', 'person')]	O_3937.jpg	['Melania Trump', 'Michael Jackson', 'Donald Trump']	[]	[]	[]
What was your favorite One Direction tour ? Up all night , take me home , where we are or Otra # NoControlDay	[('One Direction', 'person')]	O_915.jpg	['One Direction']	[]	[]	[]
All the foreign leaders who have gone after Donald Trump	[('Donald Trump', 'person')]	O_4273.jpg	['Donald Trump']	[]	[]	[]
MU student joined water fight in Thai Songkran festival . # MissourianMM	[('MU', 'organization'), ('Thai Songkran festival', 'miscellaneous')]	16_05_02_785.jpg	[]	[]	['MU']	['Thai Songkran festival']
Home Baseball game today against Orem . 3 : 30 p # mmhs # goldeneaglebaseball	[('Orem', 'organization')]	16_05_04_492.jpg	[]	[]	['Orem']	[]
Ryan Gosling and Mike Myers sing ' a - boot ' Canada on SNL # RyanGosling	[('Ryan Gosling', 'person'), ('Mike Myers', 'person'), ('Canada', 'location'), ('SNL', 'miscellaneous'), ('RyanGosling', 'person')]	O_2364.jpg	['Ryan Gosling', 'Mike Myers', 'RyanGosling']	['Canada']	[]	['SNL']
Watch Drake Host the NBA Awards	[('Drake', 'person'), ('NBA Awards', 'miscellaneous')]	17_06_10997.jpg	['Drake']	[]	[]	['NBA Awards']
When you all mange to get tickets for a concert	[]	16_05_12_1186.jpg	[]	[]	[]	[]
Henna , flash tatoos and a music concert is close enough to coachella right ?	[]	16_05_25_372.jpg	[]	[]	[]	[]
@ jekookr I ' m Kim Hyunjin from LOONA , debut soon . Glad to see you , sunbaenim !	[('jekookr', 'person'), ('Kim Hyunjin', 'person'), ('LOONA', 'miscellaneous')]	17_06_5750.jpg	['jekookr', 'Kim Hyunjin']	[]	[]	['LOONA']
Chicken devoured , time for some sunbathing 😸 ☀ ️	[]	16_05_06_811.jpg	[]	[]	[]	[]
Two base hits , two RBIs , one walk , one run tonight . This dude makes me so proud . # baseball …	[]	16_05_24_201.jpg	[]	[]	[]	[]
! ! ! ! now i ' ve gotten 2 total green tickets from medley festivals	[]	16_05_21_173.jpg	[]	[]	[]	[]
"I showed my grandma Harry Styles new hair and she said "" oh well that looks good . "" Got that right grams"	[('Harry Styles', 'person')]	O_3764.jpg	['Harry Styles']	[]	[]	[]
Jim Harbaugh made sure to respond to Nick Saban ' s Satellite Camp comments , via Twitter -	[('Jim Harbaugh', 'person'), ('Nick Saban', 'person'), ('Twitter', 'organization')]	O_289.jpg	['Jim Harbaugh', 'Nick Saban']	[]	['Twitter']	[]
Kevin Smith : # TheFlash ’ s man in the iron mask reveal will ‘ make you cry ’ @ CW_TheFlash	[('Kevin Smith', 'person')]	O_1890.jpg	['Kevin Smith']	[]	[]	[]
Look at all these GIANT inflatables we ' ve got in store for you at Final Fling ! Tickets available from @ teessidesu	[('teessidesu', 'organization')]	16_05_20_892.jpg	[]	[]	['teessidesu']	[]
super excited to say that i ' ve verbally committed to play d2 soccer at Daemen College in New York ⚽ ️ 💙	[('Daemen College', 'organization'), ('New York', 'location')]	17_06_13325.jpg	[]	['New York']	['Daemen College']	[]
HQ photos of Justin Bieber performing on the # PurposeTour in Montreal , Canada . ( May 16 )	[('Justin Bieber', 'person'), ('Montreal', 'location'), ('Canada', 'location')]	O_1429.jpg	['Justin Bieber']	['Montreal', 'Canada']	[]	[]
Come crack a cold one with the boys tnight at my lil brothers grad party !	[]	O_3976.jpg	[]	[]	[]	[]
Nice first pitch delivery today . @ RaysBaseball @ BlueJays # MacDill	[('RaysBaseball', 'organization'), ('BlueJays', 'organization'), ('MacDill', 'location')]	16_05_01_451.jpg	[]	['MacDill']	['RaysBaseball', 'BlueJays']	[]
Baby Leonardo DiCaprio with his mom and dad , 1976 .	[('Leonardo DiCaprio', 'person')]	O_1515.jpg	['Leonardo DiCaprio']	[]	[]	[]
RETWEET if you think Lady Gaga should be given the lead role for the new X - Men movie # Dazzler	[('Lady Gaga', 'person'), ('X - Men', 'miscellaneous')]	O_52.jpg	['Lady Gaga']	[]	[]	['X - Men']
West Fargo hangs 10 in first inning , wins Class A state baseball title	[('West Fargo', 'organization')]	17_06_1738.jpg	[]	[]	['West Fargo']	[]
My son in a batters box ready to crush a baseball . # LifeIsGood	[]	16_05_31_52.jpg	[]	[]	[]	[]
@ woahh_sarahh oh , does she mean this Express model / baseball player / whiz kid ?	[('woahh_sarahh', 'person')]	16_05_26_724.jpg	['woahh_sarahh']	[]	[]	[]
Robert Gates says he questions Hillary Clinton ' s judgment in using a private email server	[('Robert Gates', 'person'), ('Hillary Clinton', 'person')]	O_5042.jpg	['Robert Gates', 'Hillary Clinton']	[]	[]	[]
Beautiful sexy Christina Aguilera in The Voice Season 10 Promos	[('Christina Aguilera', 'person'), ('The Voice', 'miscellaneous')]	O_2828.jpg	['Christina Aguilera']	[]	[]	['The Voice']
Alum @ ThompsonScribe before he covers Game of NBA Finals takes the time to speak to the class .	[('ThompsonScribe', 'person'), ('NBA', 'organization')]	17_06_15076.jpg	['ThompsonScribe']	[]	['NBA']	[]
Here he is , the next head football coach at Elk Grove , John Heffernan , just made official	[('Elk Grove', 'organization'), ('John Heffernan', 'person')]	17_06_6479.jpg	['John Heffernan']	[]	['Elk Grove']	[]
# Baseball games are great friend makers	[]	16_05_10_983.jpg	[]	[]	[]	[]
# Photocall The Last Face by Sean Penn # Cannes2016 # Competition	[('The Last Face', 'miscellaneous'), ('Sean Penn', 'person')]	O_2648.jpg	['Sean Penn']	[]	[]	['The Last Face']
# MLB Cards blast three homers in win over # Diamondbacks	[('MLB', 'organization'), ('Cards', 'organization'), ('Diamondbacks', 'organization')]	16_05_22_274.jpg	[]	[]	['MLB', 'Cards', 'Diamondbacks']	[]
Influencer Court Smith on her travels ✈ ️ When ' s your next adventure ? 🌍 # influencer	[('Court Smith', 'person')]	16_05_01_65.jpg	['Court Smith']	[]	[]	[]
@ DragonflyJonez After the WCF he definetely gonna man on a mission	[('DragonflyJonez', 'person'), ('WCF', 'miscellaneous')]	17_06_6361.jpg	['DragonflyJonez']	[]	[]	['WCF']
You know what ? Maybe Donald trump could make a great presi . . .	[('Donald trump', 'person')]	O_3501.jpg	['Donald trump']	[]	[]	[]
Congrats to all of our baseball seniors ! ! ⚾ ️ 💛	[]	16_05_12_585.jpg	[]	[]	[]	[]
Big Ten basketball featuring unusually large middle of pack	[('Big Ten', 'organization')]	17_01_21064.jpg	[]	[]	['Big Ten']	[]
"WorldMedia Festival : Silver goes to the "" Time - Dynamic Model of Saxony "" . Our video :"	[('WorldMedia Festival', 'miscellaneous'), ('Time - Dynamic Model of Saxony', 'miscellaneous')]	16_05_12_725.jpg	[]	[]	[]	['WorldMedia Festival', 'Time - Dynamic Model of Saxony']
"@ LouisVuitton @ mrkimjones he is living up to his title as louis vuitton ' s "" best dressed man "" !"	[('LouisVuitton', 'organization'), ('mrkimjones', 'person'), ('louis vuitton', 'organization')]	O_4253.jpg	['mrkimjones']	[]	['LouisVuitton', 'louis vuitton']	[]
I ' m at Liparis Sunflowers in Mersin	[('Liparis Sunflowers', 'location'), ('Mersin', 'location')]	17_06_1006.jpg	[]	['Liparis Sunflowers', 'Mersin']	[]	[]
Go the Chicago Cubs baseball club	[('Chicago Cubs', 'organization')]	16_05_08_658.jpg	[]	[]	['Chicago Cubs']	[]
Getting ahead for the 2017 fantasy draft . # NFL # Fantasyfootball # saints # NFCSouth	[('NFL', 'organization'), ('saints', 'organization'), ('NFCSouth', 'organization')]	17_06_8687.jpg	[]	[]	['NFL', 'saints', 'NFCSouth']	[]
Phone call and email to UK Parliament House of commons and PM David Cameron starts on the …	[('UK Parliament', 'organization'), ('House of commons', 'organization'), ('David Cameron', 'person')]	O_3784.jpg	['David Cameron']	[]	['UK Parliament', 'House of commons']	[]
Lady Gaga attending # Indy500 in Indianapolis today . 😍 🌸	[('Lady Gaga', 'person'), ('Indy500', 'miscellaneous'), ('Indianapolis', 'location')]	O_159.jpg	['Lady Gaga']	['Indianapolis']	[]	['Indy500']
harry potter , president of the romione fan club	[('harry potter', 'person')]	O_3233.jpg	['harry potter']	[]	[]	[]
Anti - Donald Trump sentiment seeps into US - Mexico soccer rivalry - USA TODAY	[('Donald Trump', 'person'), ('US', 'location'), ('Mexico', 'location'), ('USA TODAY', 'organization')]	O_2011.jpg	['Donald Trump']	['US', 'Mexico']	['USA TODAY']	[]
Yesterday I was at my first choir concert now 16 concerts later I ' m done 💙 💛 🎓 🎶	[]	16_05_22_607.jpg	[]	[]	[]	[]
@ RealColoSoccer about kick off vs @ La Roca in the Final ! @ usysncs # RoadToTX	[('RealColoSoccer', 'organization'), ('La Roca', 'organization')]	17_06_214.jpg	[]	[]	['RealColoSoccer', 'La Roca']	[]
Ariana Grande and Lil Wayne on the set of ' Let Me Love You ' music video .	[('Ariana Grande', 'person'), ('Lil Wayne', 'person'), ('Let Me Love You', 'miscellaneous')]	O_2368.jpg	['Ariana Grande', 'Lil Wayne']	[]	[]	['Let Me Love You']
# Radiohead @ opener_festival # TTMR good old times are back 😅 😊 🎸 🎼 🎧 🎹	[('Radiohead', 'person'), ('opener_festival', 'miscellaneous')]	17_06_9777.jpg	['Radiohead']	[]	[]	['opener_festival']
Second Trailer for Safdie Bros ' ' Good Time ' Starring Robert Pattinson	[('Safdie Bros', 'person'), ('Good Time', 'miscellaneous'), ('Robert Pattinson', 'person')]	O_2054.jpg	['Safdie Bros', 'Robert Pattinson']	[]	[]	['Good Time']
This guys is digging the music # Prescottbluegrassfestival	[('Prescottbluegrassfestival', 'miscellaneous')]	17_06_268.jpg	[]	[]	[]	['Prescottbluegrassfestival']
Another photo of Justin Bieber spotted at the VFiles / / Purpose Tour pop - up shop in New York .	[('Justin Bieber', 'person'), ('VFiles', 'miscellaneous'), ('New York', 'location')]	O_1039.jpg	['Justin Bieber']	['New York']	[]	['VFiles']
Robin Williams from Good Will Hunting explains being cheating on ! ! ! !	[('Robin Williams', 'person'), ('Good Will Hunting', 'miscellaneous')]	O_3722.jpg	['Robin Williams']	[]	[]	['Good Will Hunting']
Demi Lovato , Nick Jonas and Wilmer Valderrama at the # BBMAs ! # DemiOnBBMAs	[('Demi Lovato', 'person'), ('Nick Jonas', 'person'), ('Wilmer Valderrama', 'person'), ('BBMAs', 'miscellaneous')]	O_134.jpg	['Demi Lovato', 'Nick Jonas', 'Wilmer Valderrama']	[]	[]	['BBMAs']
Gatiss v . an actual photo taken during Queen Victoria ' s diamond jubilee	[('Gatiss', 'person'), ('Queen Victoria', 'person')]	O_3456.jpg	['Gatiss', 'Queen Victoria']	[]	[]	[]
# Lajong ' s Aneam Jyrwa poses with his team mates after the AFC U14 Football Fest concluded in Tajikistan on Monday .	[('Lajong', 'organization'), ('Aneam Jyrwa', 'person'), ('AFC U14 Football Fest', 'organization'), ('Tajikistan', 'location')]	16_05_31_392.jpg	['Aneam Jyrwa']	['Tajikistan']	['Lajong', 'AFC U14 Football Fest']	[]
The 76 ers first pick of the 2017 NBA draft is …	[('76 ers', 'organization'), ('NBA', 'organization')]	17_06_13292.jpg	[]	[]	['76 ers', 'NBA']	[]
Had an amazing second year with these girls 💙 gonna miss the seniors so muchhh , Until next year BHS soccer ⚽ ️ 🐾	[('BHS', 'organization')]	16_05_12_1065.jpg	[]	[]	['BHS']	[]
Daniel Bryan we ' ll miss u # wwe # model # nxt # nsfw ☻	[('Daniel Bryan', 'person'), ('wwe', 'organization'), ('nxt', 'organization')]	O_2486.jpg	['Daniel Bryan']	[]	['wwe', 'nxt']	[]
the media is rude and mean to Donald Trump BECAUSE WE ARE JEALOUS OF HIM	[('Donald Trump', 'person')]	O_1729.jpg	['Donald Trump']	[]	[]	[]
# MLB Freese ' s 2 - run HR lifts Pirates to 5 - 4 win over # Diamondbacks	[('MLB', 'organization'), ('Freese', 'person'), ('Pirates', 'organization'), ('Diamondbacks', 'organization')]	16_05_26_86.jpg	['Freese']	[]	['MLB', 'Pirates', 'Diamondbacks']	[]
Justin Bieber is the most streamed artist in Australia with 4 tracks in the Top 10 # SpotifyAUturns4	[('Justin Bieber', 'person'), ('Australia', 'location')]	O_295.jpg	['Justin Bieber']	['Australia']	[]	[]
Get Your nfl jersey from your favorite nfl team	[('nfl', 'organization'), ('nfl', 'organization')]	16_05_21_535.jpg	[]	[]	['nfl', 'nfl']	[]
So Lisbon was incredible , especially the Santo Antonio festival ! - Off to Madrid tonight for the next leg ! ! 🇵 🇹 🇪 🇸	[('Lisbon', 'location'), ('Santo Antonio festival', 'miscellaneous'), ('Madrid', 'location')]	17_06_11714.jpg	[]	['Lisbon', 'Madrid']	[]	['Santo Antonio festival']
Here ' s @ alexkeble on Leicester City and the role of chance in football -	[('alexkeble', 'person'), ('Leicester City', 'location')]	16_05_07_854.jpg	['alexkeble']	['Leicester City']	[]	[]
Andrew Luck started last season as the seventh best player in the NFL . Now . . . 92 nd .	[('Andrew Luck', 'person'), ('NFL', 'organization')]	16_05_05_585.jpg	['Andrew Luck']	[]	['NFL']	[]
Tonight ' s view for the @ bryanadams concert wonder if I can get a chant going let ' s go bryan let ' s go lol	[('bryanadams', 'person')]	16_05_14_776.jpg	['bryanadams']	[]	[]	[]
Donald Trump ’ s ascent watched with wariness in Asia	[('Donald Trump', 'person'), ('Asia', 'location')]	O_2793.jpg	['Donald Trump']	['Asia']	[]	[]
Just your average soccer mom who is on the verge on a mental breakdown but it ' s okay bc I have this cool hat 👍 🏼	[]	16_05_02_50.jpg	[]	[]	[]	[]
A look at how Donald Trump plays the tax game	[('Donald Trump', 'person')]	O_463.jpg	['Donald Trump']	[]	[]	[]
Happy 30 th birthday , Robert Pattinson ! See the Twilight star ' s transformation :	[('Robert Pattinson', 'person'), ('Twilight', 'person')]	O_404.jpg	['Robert Pattinson', 'Twilight']	[]	[]	[]
Game 7 T - Shirts set ! Can ' t wait for this game to get started # Raptors # NBAPlayoffs	[('Raptors', 'organization')]	16_05_01_548.jpg	[]	[]	['Raptors']	[]
Adele pauses own concert to praise her queen , Beyoncé	[('Adele', 'person'), ('Beyoncé', 'person')]	16_05_07_568.jpg	['Adele', 'Beyoncé']	[]	[]	[]
End of preseason Women ' s soccer match at McClimon field , between Marquette University and Wisconsin , 1 - 1 tie .	[('McClimon field', 'location'), ('Marquette University', 'organization'), ('Wisconsin', 'organization')]	16_05_02_280.jpg	[]	['McClimon field']	['Marquette University', 'Wisconsin']	[]
# XFactor Jess Dunbar cuts off her long blonde hair into a bob ahead of new album	[('Jess Dunbar', 'person')]	16_05_31_182.jpg	['Jess Dunbar']	[]	[]	[]
Donald trump lets his voter write the speech . He gets power and control .	[('Donald trump', 'person')]	O_2459.jpg	['Donald trump']	[]	[]	[]
Found a little env . of our old signed concert tickets . The Angels at Wollongong , just before NEXT EXIT was released .	[('The Angels', 'person'), ('Wollongong', 'location'), ('NEXT EXIT', 'miscellaneous')]	17_06_1693.jpg	['The Angels']	['Wollongong']	[]	['NEXT EXIT']
Black Cat Crosses NHL Rink , Brings Home Team Luck . . .	[('NHL', 'organization')]	16_05_01_514.jpg	[]	[]	['NHL']	[]
FULL TIME ! Grimsby Town have ended their six season exile from the Football League with a 3 - 1 win at Wembley .	[('Grimsby Town', 'organization'), ('Wembley', 'location')]	16_05_15_1021.jpg	[]	['Wembley']	['Grimsby Town']	[]
Bayern Munich crowned Bundesliga champions for fourth successive season	[('Bayern Munich', 'organization'), ('Bundesliga', 'organization')]	16_05_07_267.jpg	[]	[]	['Bayern Munich', 'Bundesliga']	[]
German youth football team rallies behind ' star players ' facing deportation	[('German', 'location')]	17_06_14475.jpg	[]	['German']	[]	[]
i honestly miss harry spitting water during concerts	[]	16_05_18_203.jpg	[]	[]	[]	[]
Home in time to watch the basketball game .	[]	17_06_7873.jpg	[]	[]	[]	[]
House Democrats say Donald Trump ' s rise reveals true nature of GOP	[('House', 'organization'), ('Donald Trump', 'person'), ('GOP', 'organization')]	O_4504.jpg	['Donald Trump']	[]	['House', 'GOP']	[]
Jamie Vardy says the party will go on for Leicester City , Premier League champions # LCFC	[('Jamie Vardy', 'person'), ('Leicester City', 'organization'), ('Premier League', 'organization'), ('LCFC', 'organization')]	16_05_03_200.jpg	['Jamie Vardy']	[]	['Leicester City', 'Premier League', 'LCFC']	[]
Harry ( and the boys ) for the 2017 One Direction calendar . # 2	[('Harry', 'person'), ('One Direction', 'person')]	O_1057.jpg	['Harry', 'One Direction']	[]	[]	[]
When someone says they never seen One Tree Hill	[('One Tree Hill', 'miscellaneous')]	O_1572.jpg	[]	[]	[]	['One Tree Hill']
Jerry West had a strained relationship with Warriors ' owners # clippers # lac # NBA	[('Jerry West', 'person'), ('Warriors', 'organization'), ('clippers', 'organization'), ('lac', 'organization'), ('NBA', 'organization')]	17_06_3537.jpg	['Jerry West']	[]	['Warriors', 'clippers', 'lac', 'NBA']	[]
The Dangerous Acceptance of Donald Trump - The New Yorker	[('Donald Trump', 'person'), ('The New Yorker', 'organization')]	O_3028.jpg	['Donald Trump']	[]	['The New Yorker']	[]
It ' s a great day for Huskies Baseball . Home game vs Parkers Prairie . Game time 4 : 30 pm .	[('Huskies Baseball', 'organization'), ('Parkers Prairie', 'organization')]	16_05_03_1213.jpg	[]	[]	['Huskies Baseball', 'Parkers Prairie']	[]
Music , dance , food and fun for all this weekend at # Skokie Festival of Cultures !	[('Skokie Festival of Cultures', 'miscellaneous')]	16_05_21_726.jpg	[]	[]	[]	['Skokie Festival of Cultures']
Worthing College students rewarded with England football squad calls .	[('Worthing College', 'organization'), ('England', 'location')]	17_01_6148.jpg	[]	['England']	['Worthing College']	[]
Istanbul soccer match called off over unspecified threat . . .	[('Istanbul', 'location')]	16_05_21_32.jpg	[]	['Istanbul']	[]	[]
HQ photo of Justin Bieber performing on the # PurposeTour last night in Washington , D . C . ( April 29 )	[('Justin Bieber', 'person'), ('Washington , D . C', 'location')]	O_2343.jpg	['Justin Bieber']	['Washington , D . C']	[]	[]
# ConflictsofInterest is out today . Get it while it ' s hot !	[]	17_06_15568.jpg	[]	[]	[]	[]
Depp ' s rummaging around here ( PT ) on one of the musical / festival events and participating in solidarity giveaways .	[('Depp', 'person')]	16_05_27_174.jpg	['Depp']	[]	[]	[]
At the # Mets game with BBQ , beer and baseball . I ' m all set .	[('Mets', 'organization')]	17_06_2296.jpg	[]	[]	['Mets']	[]
So proud of this team ! ! @ juventusfcen 🇮 🇹 🙌 🏽 🎉 🎉 # ForzaJuve # Chiellini400 # SerieATIM # Hi5tory # SuperGigi	[('juventusfcen', 'organization')]	16_05_14_611.jpg	[]	[]	['juventusfcen']	[]
Ready kids ? ⚽ # courtsoccer # platformgoal	[]	16_05_11_326.jpg	[]	[]	[]	[]
Donald Trump says he ' d consider withdrawing America from the UN	[('Donald Trump', 'person'), ('America', 'location'), ('UN', 'organization')]	O_3275.jpg	['Donald Trump']	['America']	['UN']	[]
"Retweet and reply with "" My # TeenChoice nominee for # ChoiceSummerSong is Drag Me Down by One Direction """	[('Drag Me Down', 'miscellaneous'), ('One Direction', 'person')]	O_2531.jpg	['One Direction']	[]	[]	['Drag Me Down']
Awesome night for a baseball game !	[]	16_05_06_123.jpg	[]	[]	[]	[]
My # TeenChoice nominee for # SocialMediaQueen is Ashley Tisdale ( @ ashleytisdale )	[('Ashley Tisdale', 'person'), ('ashleytisdale', 'person')]	O_2821.jpg	['Ashley Tisdale', 'ashleytisdale']	[]	[]	[]
Just 115 days till # NBA regular season starts 😴	[('NBA', 'organization')]	17_06_2389.jpg	[]	[]	['NBA']	[]
Apparently , they play football here too .	[]	16_05_14_130.jpg	[]	[]	[]	[]
"Festival season got you in need of "" drying out "" ? Why not try our Green Tea flavoured Jelly Belly beans # jellybelly"	[('Jelly Belly', 'organization'), ('jellybelly', 'organization')]	17_06_262.jpg	[]	[]	['Jelly Belly', 'jellybelly']	[]
It me Michl Jordn of Chicago Bulls basketball team we just won the big game	[('Michl Jordn', 'person'), ('Chicago Bulls', 'organization')]	16_05_23_763.jpg	['Michl Jordn']	[]	['Chicago Bulls']	[]
Local NFL player gives back to area youth	[('NFL', 'organization')]	17_06_9338.jpg	[]	[]	['NFL']	[]
BREAKING : Cody Rhodes has asked to leave WWE . More info as this story develops . # PWStream	[('Cody Rhodes', 'person'), ('WWE', 'organization'), ('PWStream', 'organization')]	O_3550.jpg	['Cody Rhodes']	[]	['WWE', 'PWStream']	[]
Edgar Davids . what do you remember about him ? # football # legend # goals # premierleague # lal …	[('Edgar Davids', 'person'), ('premierleague', 'organization')]	16_05_27_502.jpg	['Edgar Davids']	[]	['premierleague']	[]
"Cannes : "" Boycott Donald Trump , "" Says ' Amy ' Director Asif Kapadia # movies"	[('Cannes', 'miscellaneous'), ('Donald Trump', 'person'), ('Amy', 'miscellaneous'), ('Asif Kapadia', 'person')]	O_2698.jpg	['Donald Trump', 'Asif Kapadia']	[]	[]	['Cannes', 'Amy']
"Immigrant Advocates Deliver Taco Bowls To GOP Lawmakers Who Support Donald Trump : "" He ' s so …"	[('GOP', 'organization'), ('Donald Trump', 'person')]	O_3207.jpg	['Donald Trump']	[]	['GOP']	[]
Going through some of my songs for this summer ' s festivals and events with @ JasonFerrisDrum ! 💕 # youready ?	[('JasonFerrisDrum', 'person')]	16_05_02_208.jpg	['JasonFerrisDrum']	[]	[]	[]
@ CristianoRonaldo set for a @ ManUtd return next season # # SSFootball	[('CristianoRonaldo', 'person'), ('ManUtd', 'organization')]	17_06_15652.jpg	['CristianoRonaldo']	[]	['ManUtd']	[]
Best Dressed : Blake Lively looking FLAWLESS at the # MetGala 🔥 🔥 🔥	[('Blake Lively', 'person'), ('MetGala', 'miscellaneous')]	O_3406.jpg	['Blake Lively']	[]	[]	['MetGala']
I ' m done with NBA refs man every time I see a update about how they missed a call . I ' m like where ya ass was at ?	[('NBA', 'organization')]	16_05_03_833.jpg	[]	[]	['NBA']	[]
"JUST IN : Newt Gingrich says Donald Trump is more "" pro - woman "" than Hillary Clinton"	[('Newt Gingrich', 'person'), ('Donald Trump', 'person'), ('Hillary Clinton', 'person')]	O_3556.jpg	['Newt Gingrich', 'Donald Trump', 'Hillary Clinton']	[]	[]	[]
Scorsese | Robert De Niro | Al Pacino | Joe Pesci — ' The Irishman ' May Finally Be Happening	[('Robert De Niro', 'person'), ('Al Pacino', 'person'), ('Joe Pesci', 'person'), ('The Irishman', 'miscellaneous')]	O_2359.jpg	['Robert De Niro', 'Al Pacino', 'Joe Pesci']	[]	[]	['The Irishman']
. @ CliveStanden Cliff Richard plans concert in Faroe Islands where they hold the Grindadrap	[('Cliff Richard', 'person'), ('Faroe Islands', 'location')]	16_05_01_692.jpg	['Cliff Richard']	['Faroe Islands']	[]	[]
HELP ME SEE HARRY STYLES PLEASE RETWEET THIS :-( ( ( # HarryStylesMNL # HarryStylesLiveonTour	[('HARRY STYLES', 'person')]	O_535.jpg	['HARRY STYLES']	[]	[]	[]
if a model looks bad in these , think how bad a fat football fan will	[]	17_01_9004.jpg	[]	[]	[]	[]
Man Utd can learn from Liverpool last year to win Premier League - Ryan Giggs -	[('Man Utd', 'organization'), ('Liverpool', 'organization'), ('Premier League', 'organization'), ('Ryan Giggs', 'person')]	17_06_11036.jpg	['Ryan Giggs']	[]	['Man Utd', 'Liverpool', 'Premier League']	[]
@ HawaiianHitfest The Arsenal Baseball Club getting ready for The Hitfest	[('HawaiianHitfest', 'miscellaneous'), ('Arsenal Baseball Club', 'organization')]	16_05_20_662.jpg	[]	[]	['Arsenal Baseball Club']	['HawaiianHitfest']
Friday night soccer to benefit peer programs in Newtown	[]	16_05_03_1226.jpg	[]	[]	[]	[]
@ DallasStars : There ' s the horn . We ' re tied , 3 - 3, after 60 . TO OT WE GO ! # GoStars # DALvsSTL # NHL17Benn	[('DallasStars', 'organization')]	16_05_01_147.jpg	[]	[]	['DallasStars']	[]
Personalized tooth fairy pillow , baseball theme , available tooth …	[]	16_05_19_671.jpg	[]	[]	[]	[]
This is what happens when I talk to myself I come up with weirdly amazing things . @ seanflanery as a background photo	[('seanflanery', 'person')]	16_05_21_67.jpg	['seanflanery']	[]	[]	[]
# Mashable Police and kids dancing at Manchester concert becomes a symbol of defiance	[('Manchester', 'location')]	17_06_7049.jpg	[]	['Manchester']	[]	[]
More looks from of Justin Bieber merchandise online and in stores now !	[('Justin Bieber', 'person')]	O_909.jpg	['Justin Bieber']	[]	[]	[]
Can ' t wait for football season ❤ ️ 🏈 🔶 🔷	[]	17_06_7377.jpg	[]	[]	[]	[]
Lmfao today was a good soccer day ; sorry paty ! @ patyyyy	[('Lmfao', 'person'), ('patyyyy', 'person')]	16_05_26_227.jpg	['Lmfao', 'patyyyy']	[]	[]	[]
First day of Bulldogs summer camp in the Hamptons ! Baseball # hamptons # hamptonslife # SummerCamp # youthsports	[('Bulldogs', 'organization'), ('Hamptons', 'location'), ('hamptons', 'location')]	17_06_2428.jpg	[]	['Hamptons', 'hamptons']	['Bulldogs']	[]
When will I ever get to watch SHINee World Concert	[('SHINee World', 'miscellaneous')]	17_06_9254.jpg	[]	[]	[]	['SHINee World']
This is why moms don ' t go to concerts . # hotmess	[]	16_05_19_993.jpg	[]	[]	[]	[]
A new batch of anti - Hillary - Clinton buttons popped up outside Donald Trump ' s rally tonight :	[('Hillary - Clinton', 'person'), ('Donald Trump', 'person')]	O_2195.jpg	['Hillary - Clinton', 'Donald Trump']	[]	[]	[]
Absolutely smashed it - awesome # cheltenhamchildrensfestival	[]	16_05_28_897.jpg	[]	[]	[]	[]
James Brown teaching Johnny Carson how to dance , 1967 .	[('James Brown', 'person'), ('Johnny Carson', 'person')]	O_2766.jpg	['James Brown', 'Johnny Carson']	[]	[]	[]
Today ' s the final day of the Festival ! Come on out and ride ' til your heart ' s content for just $ 20 . Open 9 am - 8 pm !	[]	16_05_22_967.jpg	[]	[]	[]	[]
Proud to work for @ d_rob4 today ! Such a sweet and polite kid . Best of luck at @ CalFootball !	[('d_rob4', 'person'), ('CalFootball', 'organization')]	16_05_01_66.jpg	['d_rob4']	[]	['CalFootball']	[]
